dependent,married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dataset
Yes,No,Female,Yes,Month-to-month,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Check,2.0,207.64,wgu telecom
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,eCheck,6.0,277.64,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,eCheck,9.0,179.98,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,Yes,No,No,Yes,Yes,No,No,Yes,eCheck,12.0,149.99,wgu telecom
No,No,Male,Yes,Two year,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,eCheck,2.0,195.0,wgu telecom
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,eCheck,15.0,160.0,wgu telecom
No,No,Female,No,Two year,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Check,9.0,139.96,wgu telecom
Yes,No,Male,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,12.0,114.98,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Autopay,12.0,147.48,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Autopay,2.0,182.46,wgu telecom
Yes,No,Male,Yes,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,11.0,245.15,wgu telecom
Yes,No,Female,Yes,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Autopay,18.0,182.49,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,eCheck,6.0,172.46,wgu telecom
No,No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Autopay,4.0,232.62,wgu telecom
Yes,No,Male,No,One year,None,Yes,Yes,No,No,No,No,No,No,No,eCheck,4.0,112.48,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,eCheck,9.0,127.48,wgu telecom
No,No,Female,Yes,Month-to-month,DSL,No,No,No,No,No,Yes,No,Yes,Yes,Check,3.0,139.95,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Autopay,4.0,204.96,wgu telecom
Yes,No,Female,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,Yes,No,No,No,Check,1.0,137.52,wgu telecom
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,4.0,112.46,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Autopay,3.0,137.49,wgu telecom
Yes,No,Male,Yes,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Check,10.0,214.95,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Yes,Check,5.0,149.99,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No,Yes,eCheck,19.0,172.46,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,eCheck,5.0,114.97,wgu telecom
No,No,Male,Yes,One year,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Autopay,20.0,222.63,wgu telecom
No,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Check,6.0,217.47,wgu telecom
Yes,No,Female,No,Two year,None,Yes,No,Yes,Yes,Yes,No,No,No,No,eCheck,11.0,117.52,wgu telecom
Yes,No,Male,Yes,Two year,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Autopay,11.0,255.13,wgu telecom
Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,Yes,No,No,Yes,No,eCheck,19.0,127.49,wgu telecom
Yes,No,Female,Yes,Month-to-month,None,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Check,11.0,220.16,wgu telecom
No,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,eCheck,5.0,149.97,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,eCheck,12.0,212.62,wgu telecom
No,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Check,8.0,184.96,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,eCheck,6.0,162.45,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,8.0,270.16,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Autopay,19.0,184.96,wgu telecom
Yes,No,Female,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,eCheck,2.0,184.99,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Autopay,6.0,172.46,wgu telecom
Yes,Yes,Female,No,One year,None,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Autopay,3.0,120.0,wgu telecom
No,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,eCheck,2.0,175.01,wgu telecom
Yes,No,Male,Yes,One year,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,No,eCheck,15.0,232.62,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,eCheck,9.0,142.47,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Check,12.0,192.44,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Autopay,12.0,140.0,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,No,No,No,Autopay,10.0,127.51,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,9.0,240.11,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,7.0,287.64,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,eCheck,8.0,265.13,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Autopay,9.0,255.14,wgu telecom
Yes,Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Check,2.0,164.96,wgu telecom
Yes,No,Female,No,Two year,None,Yes,No,Yes,No,No,Yes,No,No,No,Autopay,10.0,95.01,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Check,3.0,137.47,wgu telecom
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,17.0,172.46,wgu telecom
Yes,No,Male,No,One year,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Check,9.0,127.48,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Autopay,20.0,200.12,wgu telecom
No,Yes,Female,No,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,No,No,No,eCheck,9.0,127.51,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Check,13.0,242.61,wgu telecom
Yes,Yes,Male,Yes,Two year,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Check,6.0,230.13,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,7.0,197.63,wgu telecom
No,No,Female,Yes,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Check,16.0,162.49,wgu telecom
Yes,No,Male,No,One year,None,Yes,No,No,No,No,No,No,Yes,No,Autopay,13.0,114.97,wgu telecom
No,Yes,Male,No,Two year,None,Yes,No,Yes,Yes,No,Yes,No,Yes,No,eCheck,8.0,152.49,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,19.0,245.13,wgu telecom
Yes,No,Male,No,Month-to-month,None,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Autopay,15.0,152.51,wgu telecom
Yes,No,Female,Yes,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,9.0,169.97,wgu telecom
Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,8.0,197.52,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,Check,8.0,149.99,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Autopay,6.0,159.98,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Autopay,5.0,182.45,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Check,42.0,169.97,wgu telecom
Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Autopay,54.0,184.96,wgu telecom
Yes,No,Male,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,Yes,No,Check,62.0,169.97,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,45.0,137.44,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Autopay,58.0,179.97,wgu telecom
No,Yes,Female,No,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Autopay,39.0,162.45,wgu telecom
No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,eCheck,69.0,117.47,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Autopay,71.0,139.96,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,No,No,No,No,No,No,Yes,No,Check,63.0,127.44,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,eCheck,70.0,162.47,wgu telecom
Yes,No,Male,No,One year,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,eCheck,64.0,149.98,wgu telecom
No,No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Autopay,66.0,169.94,wgu telecom
No,No,Male,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,eCheck,51.0,142.5,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Autopay,67.0,184.97,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,Check,72.0,152.46,wgu telecom
No,No,Male,No,Month-to-month,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Autopay,63.0,127.49,wgu telecom
Yes,No,Female,No,One year,None,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Check,55.0,162.48,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Autopay,67.0,202.64,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,67.0,257.65,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Autopay,60.0,104.96,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Autopay,66.0,127.44,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Autopay,71.0,149.94,wgu telecom
No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,69.0,159.95,wgu telecom
Yes,No,Female,No,One year,None,Yes,No,Yes,No,Yes,No,No,Yes,No,Check,57.0,130.01,wgu telecom
No,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Autopay,56.0,240.11,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,eCheck,60.0,159.93,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Check,45.0,159.96,wgu telecom
Yes,No,Male,No,Month-to-month,None,No,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,56.0,139.98,wgu telecom
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,65.0,197.49,wgu telecom
No,No,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Check,67.0,194.95,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,Yes,No,Check,42.0,162.45,wgu telecom
Yes,No,Female,No,One year,None,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,67.0,137.46,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,No,Check,72.0,159.99,wgu telecom
Yes,No,Female,No,Two year,None,Yes,No,No,No,No,No,Yes,Yes,No,Autopay,64.0,175.13,wgu telecom
No,No,Male,No,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,65.0,212.64,wgu telecom
Yes,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,eCheck,71.0,167.46,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Check,62.0,177.49,wgu telecom
Yes,No,Male,No,Two year,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,49.0,197.52,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Autopay,45.0,207.5,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,eCheck,71.0,212.62,wgu telecom
No,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Autopay,70.0,149.96,wgu telecom
Yes,Yes,Nonbinary,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,64.0,267.66,wgu telecom
No,No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,eCheck,66.0,184.97,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,64.0,255.16,wgu telecom
No,No,Male,No,Month-to-month,None,Yes,Yes,Yes,No,Yes,No,No,No,No,eCheck,71.0,127.52,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,69.0,207.61,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,eCheck,56.0,267.66,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,67.0,242.63,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,eCheck,65.0,172.5,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Check,70.0,139.96,wgu telecom
Yes,Yes,Female,No,One year,DSL,No,Yes,No,Yes,No,No,No,No,No,Autopay,62.0,147.46,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Yes,Autopay,67.0,137.49,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Yes,Autopay,65.0,172.47,wgu telecom
No,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,eCheck,72.0,235.16,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Autopay,56.0,184.96,wgu telecom
No,No,Male,No,One year,DSL,No,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,70.0,220.11,wgu telecom
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,eCheck,63.0,159.95,wgu telecom
Yes,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Check,61.0,127.48,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Check,72.0,207.61,wgu telecom
Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,eCheck,62.0,194.97,wgu telecom
No,No,Male,No,One year,DSL,Yes,No,No,No,No,Yes,No,Yes,No,eCheck,69.0,139.95,wgu telecom
No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Autopay,51.0,172.47,wgu telecom
No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Check,69.0,172.47,wgu telecom
No,No,Female,No,One year,None,Yes,No,No,No,Yes,No,Yes,No,No,Check,70.0,117.49,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Autopay,69.0,159.96,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,61.0,159.96,wgu telecom
No,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Check,43.0,245.15,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Check,64.0,287.64,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,59.0,190.13,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,70.0,104.96,wgu telecom
Yes,No,Male,No,One year,DSL,Yes,No,No,Yes,No,Yes,No,Yes,No,Check,67.0,162.45,wgu telecom
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Autopay,64.0,265.13,wgu telecom
Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Autopay,68.0,129.96,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Autopay,67.0,134.95,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,58.0,127.46,wgu telecom
Yes,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Autopay,64.0,149.97,wgu telecom
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Autopay,56.0,139.96,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,60.0,242.61,wgu telecom
No,No,Female,No,Month-to-month,Fiber Optic,No,Yes,No,No,No,No,Yes,No,Yes,eCheck,64.0,169.94,wgu telecom
No,No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Autopay,62.0,194.97,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,62.0,147.44,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Check,57.0,152.46,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,eCheck,58.0,149.96,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Check,70.0,159.98,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Autopay,58.0,162.47,wgu telecom
Yes,No,Nonbinary,No,Month-to-month,None,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,eCheck,48.0,152.5,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Check,67.0,147.44,wgu telecom
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Autopay,58.0,242.61,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,54.0,172.49,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Check,70.0,192.47,wgu telecom
Yes,Yes,Male,No,One year,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,51.0,257.64,wgu telecom
Yes,No,Male,No,One year,None,Yes,Yes,No,No,No,No,Yes,No,No,Autopay,63.0,137.47,wgu telecom
Yes,No,Male,No,One year,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,53.0,230.13,wgu telecom
No,Yes,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Check,67.0,184.98,wgu telecom
No,No,Female,No,One year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,62.0,225.15,wgu telecom
Yes,No,Male,No,Two year,None,Yes,No,No,No,Yes,No,No,No,Yes,eCheck,68.0,92.5,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,eCheck,55.0,127.48,wgu telecom
Yes,Yes,Male,No,Two year,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Autopay,63.0,139.95,wgu telecom
No,No,Female,No,Month-to-month,None,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,70.0,185.01,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Autopay,67.0,162.5,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Autopay,48.0,240.11,wgu telecom
Yes,No,Female,No,One year,None,Yes,Yes,Yes,No,No,Yes,No,No,No,eCheck,69.0,127.51,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,eCheck,62.0,235.14,wgu telecom
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,59.0,184.97,wgu telecom
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Check,55.0,182.47,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Yes,Autopay,51.0,147.48,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,eCheck,64.0,192.47,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Autopay,42.0,172.47,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Autopay,53.0,152.46,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Autopay,43.0,142.47,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,eCheck,50.0,217.47,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,53.0,149.95,wgu telecom
Yes,No,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Autopay,48.0,184.96,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Yes,eCheck,53.0,192.44,wgu telecom
No,No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,58.0,230.11,wgu telecom
Yes,Yes,Male,No,One year,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,57.0,200.13,wgu telecom
Yes,No,Female,No,One year,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Check,54.0,147.5,wgu telecom
Yes,No,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Autopay,68.0,159.98,wgu telecom
Yes,No,Male,No,One year,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,eCheck,42.0,139.97,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Autopay,70.0,127.47,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Autopay,64.0,182.47,wgu telecom
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Autopay,63.0,124.98,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,55.0,235.14,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Check,70.0,142.5,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,No,No,No,No,No,No,Yes,No,No,Check,39.0,137.44,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,No,No,No,No,No,No,Yes,No,eCheck,44.0,127.44,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,Autopay,68.0,149.95,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,61.0,149.96,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Yes,Check,71.0,137.49,wgu telecom
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Autopay,67.0,125.01,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Check,60.0,162.45,wgu telecom
No,Yes,Male,No,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Check,68.0,212.64,wgu telecom
