,children,age,online_security,monthly_charge,bandwidth_gb_year
4730,0,23,0,152.4441,2009.785388
1620,3,35,0,220.132293,1014.075999
2146,1,29,1,225.1457,1408.898779
1801,3,79,0,242.610632,1713.700682
2095,1,72,0,230.1051,2978.208092
6074,3,87,0,134.9509,4195.472287
5245,1,19,1,257.6549,6516.163879
1357,0,21,0,197.628838,1495.341126
8063,2,61,0,275.1336,6016.058199
6050,0,44,1,162.5299,5580.693234
8368,0,56,1,164.9785,5014.025544
6017,1,33,1,277.6375,5991.45754
9931,2,51,0,139.9979,5461.005526
8769,1,78,1,197.4945,6195.809016
7503,5,41,0,207.6386,4865.980872
1609,2,79,0,262.610632,1503.937766
3096,1,62,0,105.011,1002.360533
9771,3,49,1,140.0049,5715.040053
2415,1,68,0,114.9838,839.5696843
2017,3,26,0,230.1051,2095.701636
6018,1,79,0,92.45514,4611.303594
4125,3,76,0,137.4684,975.6560108
9802,0,24,0,124.9607,4741.134235
3246,2,80,0,214.9663,1772.729252
124,2,31,0,149.991327,1127.267848
6425,0,50,0,117.4858,5218.637314
5308,0,70,1,149.9915,4667.397297
7463,1,55,1,162.4827,4934.723127
9157,1,28,1,165.0113,5676.643658
3341,5,29,0,174.9768,1419.012995
598,2,80,0,134.950905,1329.158978
2123,1,73,0,92.45514,575.972228
9498,4,36,1,217.4702,5444.825706
7685,1,35,1,229.9931,5831.696572
7049,3,41,0,169.9928,5709.352717
9661,0,70,0,204.9797,5237.251646
2197,3,19,0,127.475,746.7953574
4051,2,38,0,182.447,833.2996999
6054,6,85,0,159.9349,5436.403424
3362,0,62,1,117.4835,856.3808128
6851,3,19,1,164.9715,5163.16137
725,3,32,0,159.947583,1596.707755
4934,0,41,0,194.9992,701.4431106
978,3,69,0,127.442069,1244.709018
808,1,61,0,179.965581,993.6031859
9603,1,27,0,129.9621,4994.1983
1475,4,60,1,222.649979,1556.108789
5935,1,82,0,200.1185,5285.025958
9036,4,53,0,187.6094,6570.010431
7335,1,60,0,242.6106,4772.225208
3962,0,61,0,104.9781,1417.244497
6422,0,57,1,210.127,6105.525987
4905,2,25,1,164.9785,1258.112414
1235,4,49,0,227.475448,1599.474597
1225,1,34,1,187.49737,1259.528321
8049,4,37,0,159.9642,4267.319291
9278,0,24,0,252.6378,5978.652711
8671,0,67,0,104.9781,6258.956902
5229,3,72,0,175.1331,5143.531186
6950,1,39,1,130.0064,6013.656205
3217,4,46,0,182.4433,2224.378227
287,0,57,0,137.487242,994.6354785
5023,3,70,1,130.0064,4983.295874
2966,2,79,0,210.1051,2052.656051
3164,0,87,0,197.4725,2025.467869
6003,3,25,1,94.97283,5530.990602
8887,3,20,0,222.6281,5978.333259
1657,2,57,0,112.484375,640.9334119
1975,1,59,0,204.979684,1348.141984
2397,2,79,1,174.9755,815.588724
452,0,67,0,134.950905,272.9823095
8030,2,30,1,190.127,6818.04834
4696,0,39,0,242.6143,953.0836423
3681,3,71,0,172.4441,1034.993917
422,2,51,0,200.132293,1537.296207
9725,1,34,0,162.4538,5141.95734
657,1,83,0,172.47417,847.7321161
3301,0,40,0,142.4713,1194.656781
6394,1,61,1,165.0113,6071.213666
2845,0,67,0,152.4742,1993.401196
8291,2,61,1,204.961,4486.299295
7497,8,45,1,149.9778,5627.401455
1001,3,44,0,167.456419,800.3296612
4198,1,82,1,132.4798,1109.204756
2418,0,72,0,184.9634,1352.42705
7482,1,25,0,222.6609,6076.679824
5706,3,34,1,150.0208,5716.051522
3847,1,19,1,107.4958,1638.668955
961,2,72,1,162.482694,792.520824
1580,0,25,1,104.992311,1267.06092
5007,4,78,1,139.9568,6123.243244
2206,1,86,0,134.9509,411.6028202
6312,6,82,0,104.9643,4073.021384
9562,1,61,1,265.1283,6209.349746
4231,1,62,1,129.9915,1537.645961
757,1,76,0,275.119794,830.61429
2284,0,60,1,172.4624,1791.953298
6663,2,37,0,159.9476,5374.949556
4755,1,25,0,207.4754,2259.107162
8211,1,65,1,210.127,5489.928745
807,3,52,0,92.455141,1262.21298
6575,3,68,0,287.6427,6264.921287
7719,1,38,0,159.9349,6101.070814
1956,2,76,0,172.457857,1031.509395
2445,1,29,0,179.9476,462.2211376
5875,2,31,1,129.9915,4947.825183
8163,9,86,1,210.127,5440.228336
6138,0,70,1,154.9919,5454.264521
2402,1,76,0,129.9621,1110.224942
1073,1,64,1,142.468917,1996.643218
6557,2,54,0,144.9607,5877.690105
4240,0,40,1,182.4653,831.9762364
8509,2,67,0,210.1051,6230.665916
2091,2,47,0,104.9781,1128.042592
4527,0,28,0,204.9634,1835.681416
7202,2,48,1,164.9889,4974.094369
6795,1,63,0,172.4579,6001.347694
7237,4,50,1,174.9744,4513.977095
7422,2,30,1,245.132,5729.627989
6849,2,51,1,182.4653,4507.158562
6836,0,83,0,149.9776,3859.813737
1003,1,70,0,242.657291,2065.398671
9099,1,62,0,204.9797,6198.053982
6562,3,45,0,262.6106,6241.530828
5614,0,85,0,242.6281,5500.343313
4651,2,21,0,159.9476,1497.298277
5313,1,52,1,144.9889,5308.935137
1485,0,89,0,182.45383,1365.14372
7607,2,74,0,139.9816,4560.745226
1411,2,61,0,139.965008,1566.414462
9303,2,54,0,220.1323,5532.984193
709,7,80,1,174.975543,704.1947645
9806,0,37,1,182.4653,5797.697073
8042,1,40,0,92.48802,5665.272905
7211,1,75,0,117.4392,6403.802048
3076,1,63,1,149.9598,1081.123619
8314,5,85,0,149.9483,5209.217209
4101,1,19,0,222.6281,1685.709392
5114,0,38,0,230.1051,5399.224156
2722,2,31,0,172.4871,977.9373731
9359,0,79,0,179.9476,5714.242038
1268,2,55,0,214.952509,1541.165921
2462,0,23,0,134.9509,2320.785912
5464,9,77,1,265.1283,5276.196262
268,3,19,0,220.114868,1740.72604
3580,3,27,0,194.9699,1515.642262
5349,6,84,0,139.983,4969.898649
7290,0,53,0,232.624,5611.83506
5157,3,31,1,257.6513,6689.478561
6601,3,74,0,242.6281,5301.12684
2821,2,80,0,230.1051,1152.27854
5807,0,50,0,104.9643,4610.805566
589,3,71,0,92.488023,278.5411418
5955,3,29,0,104.9629,4828.23036
5254,3,75,0,167.4564,4745.339554
6661,1,84,0,262.6106,5705.273815
7656,0,46,0,192.4705,6185.77752
8725,3,33,1,172.5104,4893.437646
6896,6,26,1,149.9598,6318.942793
7594,3,59,0,207.6094,5768.104658
2028,1,45,0,275.1336,1731.015044
6818,2,88,1,235.1591,5674.248741
677,3,46,1,95.019486,794.8748353
5763,0,24,0,159.9476,4927.165029
1232,3,58,0,194.952509,2346.894471
5296,3,35,0,159.9476,4696.771589
7103,0,48,0,220.1149,6172.045881
5034,0,87,0,212.6415,6205.78959
5452,1,38,0,192.4404,3894.441976
2432,1,76,0,159.9794,1163.473611
6319,3,82,0,105.011,5616.475997
6119,3,36,0,255.1336,5971.138391
9158,3,28,0,169.9378,5626.093885
9953,1,82,0,172.4441,4343.616747
896,2,66,1,142.485486,1335.902829
1611,0,23,0,104.962874,691.4493988
6474,0,82,0,127.4738,5450.67953
7661,1,72,0,179.9476,5687.54248
7460,10,88,0,124.9781,5394.861435
3806,2,26,1,149.9778,659.0331885
8273,0,65,1,235.1884,4979.327874
9451,1,22,0,114.9976,5574.461345
4701,0,74,1,149.9598,1147.311353
3961,3,27,0,147.4421,734.4252105
5417,0,23,1,164.9715,5579.15458
890,1,83,0,137.439154,644.2789946
4999,2,49,0,182.4538,772.3849869
7506,2,68,0,245.147,6353.557295
7881,3,68,1,137.4686,6057.265464
5095,1,70,0,92.5018,5664.025426
6932,2,61,0,204.9496,5536.041298
9617,1,88,0,240.1149,4492.694472
2799,4,34,0,265.147,1018.286618
584,0,55,1,210.12704,1713.178075
3268,0,39,1,164.9715,1043.339074
3932,2,38,0,102.4746,1003.68472
1260,0,54,1,142.499263,1148.911745
6205,2,29,1,277.6375,6548.654854
310,0,22,0,114.997564,1079.012505
7789,1,62,0,137.4872,4676.604059
6458,1,51,0,204.9797,6015.112937
6206,1,49,0,149.9621,5006.557282
5882,0,88,0,220.1185,4194.186085
4668,0,33,0,200.1185,2079.326294
4298,1,81,1,119.9897,1439.519609
3783,4,87,0,207.4754,1738.461046
1008,0,63,0,172.456745,2496.770215
8354,8,57,0,162.4538,6766.152872
2185,4,75,1,184.961,1835.301769
3623,5,45,1,152.4624,1238.459696
7039,1,52,0,172.4579,5013.653883
4922,1,32,0,187.6422,2429.237651
9673,1,87,0,139.9816,5640.828106
7950,2,81,1,149.989,6013.704356
6125,3,88,1,187.4847,6056.563368
4756,2,47,0,114.9509,1510.913118
5074,8,32,0,127.4601,5634.748909
90,0,75,0,192.470522,409.7486664
5974,3,32,0,227.4754,5684.35373
6418,8,32,1,190.1737,6200.818914
8640,9,42,0,127.4738,6835.30081
8690,0,30,1,152.4555,6256.189224
2117,2,23,0,197.6288,1106.910603
2937,0,85,0,212.6415,1875.734695
6842,0,73,0,134.9801,4701.222329
983,2,82,0,187.609354,1848.378413
7260,0,22,1,119.9568,6581.526436
9985,1,30,0,242.6143,4647.63715
2925,8,60,0,204.9797,1412.381474
6061,1,83,1,197.4702,5869.727078
3214,2,19,0,207.6094,1409.932665
6447,0,40,0,172.4579,4543.825133
6779,1,32,1,175.0062,4594.301628
7038,0,86,0,194.9663,5673.339564
5663,1,89,1,115.0021,5762.602883
627,4,35,1,130.006414,1829.923575
8008,0,72,1,137.4686,3992.381842
5125,3,21,0,127.4421,4363.988222
4765,4,43,1,152.509,1332.850025
8143,0,70,0,212.6415,6236.771039
9594,10,76,1,152.4624,6209.831863
1269,2,43,0,159.994242,2687.9401
128,0,52,1,120.004928,991.2441024
6112,1,36,0,142.4713,6028.840796
1711,0,87,1,127.511223,408.200312
7862,1,69,0,222.6143,6280.796851
4235,0,59,0,179.9476,1372.679029
5192,4,47,0,147.4421,5828.46448
2398,3,83,0,200.1323,1432.922873
5434,1,63,0,149.9707,5173.091219
6057,0,33,0,182.4538,4460.120921
9318,0,74,1,219.9902,5661.364423
1186,2,35,0,127.442069,1160.756141
6013,0,68,0,194.9768,5214.429658
9793,3,44,1,114.9728,5283.978779
6014,2,24,0,265.147,4794.822207
1977,1,48,1,164.971516,2029.905606
9887,1,26,1,117.5152,5356.414043
4247,3,55,1,162.4653,956.6535443
7672,1,54,1,222.6362,6493.121834
915,7,34,1,152.479779,1930.805216
1305,0,27,0,149.984492,1559.824693
5455,4,79,1,172.4555,4695.750395
3049,0,38,0,172.4885,2120.765903
9521,4,74,0,159.983,6059.960875
1273,4,33,0,242.61428,1809.863378
8055,2,55,0,157.4698,5730.433744
2796,3,82,0,172.4885,1838.415776
1398,4,49,0,139.934918,2275.16632
3358,1,41,1,235.1555,1967.928007
183,0,42,0,240.114868,1664.19271
6867,1,65,0,192.4885,6074.839425
5695,1,23,0,149.9928,6147.448121
8835,1,61,0,162.4538,6497.863463
9626,3,62,0,214.9663,5571.246619
6170,1,27,0,127.4601,5831.318891
6987,4,73,0,159.965,4926.954935
4567,2,85,0,172.4733,538.267259
8955,9,21,1,182.4653,4979.515394
2656,1,38,0,252.6378,1225.184798
8309,3,45,1,150.0208,5712.721051
6857,3,43,0,147.4421,5105.145541
1961,2,54,1,229.993134,1288.925148
6383,0,69,0,129.9483,4630.380688
8853,0,77,0,162.4538,6472.088412
9973,2,21,0,192.4404,5808.222175
1251,1,37,1,152.479779,602.4065111
3176,1,23,1,162.4833,1586.632329
7760,2,52,1,104.9923,5314.541588
5013,8,24,0,184.967,6234.682273
9705,3,72,0,232.624,6340.697833
6539,6,61,0,92.5018,5399.269987
3289,3,33,0,92.45514,1691.734997
6448,2,70,0,174.9768,4552.057718
8726,1,34,0,162.4676,6608.716989
7611,10,85,1,199.9902,6749.102107
6275,0,53,0,159.9512,5770.359583
6887,1,40,0,137.4836,4561.670086
1051,2,64,0,179.947583,955.7834668
4069,0,65,0,182.4433,1069.814443
6022,0,59,1,117.5152,4756.034607
5552,2,29,0,172.4579,5350.192494
272,0,79,1,147.478341,287.8189836
2042,1,68,1,277.6513,1757.837077
4763,0,55,1,184.9715,1219.381518
8997,0,83,1,187.4847,6269.314301
5204,3,38,0,79.97886,5433.040814
9509,1,44,1,142.5007,5084.625994
1086,1,47,1,202.682861,1389.451264
8373,4,61,1,155.0084,3893.3098
7732,0,52,0,149.9447,6463.270745
7515,4,48,1,117.5152,5598.052693
6678,1,61,0,159.9476,6100.656645
4322,4,81,1,199.9902,2072.299479
6946,4,72,1,162.4833,4523.838771
7747,0,28,0,184.9496,4408.149328
6772,0,54,1,164.9647,5360.683391
5518,3,74,0,275.1336,6268.031469
5117,1,20,0,159.9794,6447.490491
6179,4,46,1,232.6228,4965.237046
4709,1,86,1,187.4974,990.7760503
8121,1,86,0,149.9483,5865.479279
5969,2,78,0,134.9509,5744.210121
6784,0,38,0,235.1372,5459.660641
3478,3,87,0,222.6143,1477.559089
8414,0,31,1,242.6326,5123.028136
3924,0,50,1,154.9755,1192.457478
1748,0,24,0,242.657291,2072.561109
732,0,61,0,204.949594,2050.67636
2553,0,61,0,232.6415,676.2344842
5458,3,78,0,275.1198,5112.939726
5873,3,83,0,192.4885,6053.671903
2662,1,56,1,132.4798,1715.911701
9398,6,43,0,275.1336,6055.20888
6455,4,69,0,92.5018,5859.681153
3113,0,65,1,127.525,1859.777405
3303,1,49,0,157.4836,1379.971168
1344,0,69,0,179.947583,953.8934493
1690,7,37,0,220.132293,1411.150345
7180,3,57,0,157.4836,5045.935401
6499,1,67,0,230.1051,6008.707062
3308,1,77,0,252.624,877.7033783
1504,2,64,1,160.00128,1656.731409
1806,0,22,0,179.965581,985.6286855
8469,0,56,0,169.9671,6171.479592
5369,0,47,1,117.4686,4732.791307
3791,0,26,1,190.127,3348.604428
9520,1,52,1,147.4783,5730.642149
7329,4,41,1,104.9923,5274.614337
5909,1,75,1,132.466,5440.70707
6825,1,56,0,194.9525,6518.028513
7263,0,50,0,104.9629,6038.002387
1848,0,78,0,204.963371,509.1865112
4512,2,63,0,127.5067,410.7703918
2431,2,28,1,139.9875,1606.733876
4660,0,37,0,184.9496,2281.87219
8885,0,60,1,164.9715,5218.998099
5584,0,51,1,215.1591,5368.841578
142,3,69,0,182.460772,717.3876564
8760,3,86,0,275.1198,3570.28345
9211,1,37,1,164.9853,5390.477473
5264,1,40,0,149.9707,5278.976104
3409,1,54,1,117.5015,657.9643336
1117,4,31,0,242.628057,1115.58357
1756,0,60,0,222.660939,1235.453213
497,0,19,1,142.452604,1806.007164
8031,10,69,1,245.1457,4889.562199
870,0,34,0,139.934918,922.2958319
3357,9,72,0,182.447,573.1171783
912,4,20,1,212.669463,1719.483972
721,6,43,0,242.610632,1680.337106
2805,2,56,1,210.127,1215.186143
9943,1,39,0,235.1372,7021.93656
886,0,37,0,137.439154,1476.963855
9592,0,86,0,112.4551,4999.844929
6587,4,55,0,147.4738,4429.146624
8100,1,72,0,204.9634,5883.826226
1520,1,54,0,117.439154,1257.52308
8689,7,42,0,232.6378,5918.076763
2746,2,72,0,204.9634,1836.91871
6700,1,88,0,187.6422,4590.372724
5775,0,46,1,265.1283,6091.064644
314,1,73,0,92.488023,583.0259559
1799,1,65,0,207.609354,1241.342647
327,2,39,1,107.495766,864.7036995
5642,2,72,1,172.4555,5715.030445
4204,0,75,1,119.9568,696.77888
3129,0,71,1,235.1591,763.5474617
6860,0,42,0,149.9707,4604.801873
9905,1,30,1,140.0013,6599.191565
3968,5,57,1,154.9618,1407.105672
5743,2,18,1,162.4653,6599.040223
6226,0,21,1,255.1555,4345.808076
1973,3,54,1,164.978458,1905.350528
336,4,49,0,124.960655,1221.100604
2764,4,29,1,149.9915,540.3210772
7660,0,25,1,127.4958,5925.975679
275,0,75,1,255.141716,1302.230824
2985,0,79,0,137.4836,1967.228079
5646,0,42,0,187.6422,5874.281225
5849,1,53,1,222.6362,5768.283353
3477,2,53,1,184.9853,971.649096
7558,5,32,0,92.45514,5721.203342
3558,1,33,1,149.9741,2027.035214
2809,0,34,1,119.9897,1283.330518
9113,3,87,1,144.9889,6629.310323
4861,0,77,0,137.4392,984.2773024
6586,3,61,1,149.9598,4876.001451
3416,10,49,1,152.5104,2790.826119
307,0,72,0,174.969934,1107.882056
3908,0,57,0,179.9794,1207.589721
348,3,56,1,152.495236,567.6177123
826,0,84,1,207.481057,767.1879493
9501,0,67,0,204.9634,5749.199161
4482,0,84,0,92.45514,1213.57856
6576,8,24,1,172.4555,5826.009497
3682,1,57,1,162.4653,1097.407168
5876,4,88,1,229.9931,5482.759209
8387,2,24,1,94.97283,5156.063895
2053,1,44,0,149.9776,980.4160232
71,0,87,0,255.119794,1268.086909
5507,0,25,1,107.482,5247.947941
8514,1,46,1,172.5104,4439.411899
7510,0,72,0,242.6281,4297.196921
8151,0,35,1,172.4555,5273.813487
1666,0,87,0,127.442069,1659.769248
7861,3,21,0,179.9476,5130.859668
9159,3,23,1,162.497,6637.249892
5688,1,68,0,149.9928,3614.976172
1445,1,46,1,187.513939,1009.567691
5227,0,84,0,127.475,4118.129556
6982,3,46,0,104.9781,5202.311952
1695,0,18,1,149.959755,933.01364
2892,2,33,1,184.9647,1410.343155
1574,0,28,0,114.983787,389.1228621
3203,5,89,1,204.961,596.0068502
4405,3,87,1,207.4811,755.4687511
1630,0,77,1,167.484705,1828.057047
8380,2,83,0,114.9509,6193.095055
1881,2,73,0,169.992756,695.0510444
8821,0,82,0,227.4754,4240.153662
6463,3,88,1,210.127,4665.805714
848,0,44,1,132.479779,1371.738945
9923,4,38,0,129.9483,5582.271342
6188,2,49,1,235.1591,5547.293219
5869,0,73,0,172.4441,5613.208858
2877,4,21,0,147.4564,1076.991137
186,8,78,1,107.495766,1468.357421
3779,2,67,1,245.1283,2519.749676
1830,3,73,0,242.628057,1187.692793
8325,2,72,1,127.4783,6037.450539
9241,0,49,0,137.4836,5318.331264
6378,3,46,0,182.4608,4176.013803
1234,2,77,1,172.510442,976.910308
6964,2,66,0,159.965,5809.89619
3915,0,22,1,107.4806,1769.609462
446,1,56,0,240.114868,1886.312286
844,0,62,1,149.977753,751.8733285
8062,2,25,0,127.4601,5562.842119
5402,6,27,1,175.0062,6559.360681
2440,4,54,1,184.9785,1227.405249
3103,5,55,0,187.6094,1271.632278
8585,0,49,1,174.9744,4798.910859
6791,2,85,1,142.5156,5108.903002
5650,4,61,0,129.9483,6247.6461
1294,3,53,0,162.446995,1515.532948
5079,0,40,0,194.9699,5533.105998
9016,2,61,1,164.9647,5918.858621
5067,3,69,0,287.6427,5990.18794
3442,3,51,1,114.9728,449.1682295
8451,1,68,0,149.9845,5397.392962
7273,0,27,0,242.6573,5809.538819
6105,0,40,1,235.1555,5845.571509
776,3,30,1,182.483267,2593.301866
9716,3,76,0,169.9378,5453.508337
2153,0,40,0,144.9607,1871.706612
4920,1,30,0,157.4836,488.2314263
5360,0,80,0,134.9509,3246.325481
9735,4,44,0,172.4567,5860.250293
5957,1,80,0,137.4684,5954.517973
8411,1,36,0,220.1185,5510.855205
8432,1,60,0,187.656,5902.115401
3183,8,35,1,142.4827,1874.033411
6792,1,67,0,147.4713,4464.920751
3199,3,71,0,182.4762,1637.379866
9369,1,23,1,139.9861,4708.151617
1289,1,73,0,147.471303,520.8892347
4581,2,18,1,177.6508,1381.709993
6192,1,23,1,187.4673,6031.527231
8935,0,53,0,222.6281,6857.525674
7149,1,41,0,160.0122,5988.775784
9846,2,64,0,172.5034,4503.247213
4106,1,84,1,245.132,1556.189478
4126,0,28,1,142.5007,2214.155609
8300,8,19,1,245.1283,6562.450391
3966,3,87,1,235.1591,1480.104233
1879,4,84,0,212.641455,1621.058909
8496,0,89,1,184.961,6163.633177
9299,2,51,0,124.9643,5834.963129
6348,3,37,0,149.9913,4259.291587
3587,2,75,0,197.6288,716.3402711
7372,0,42,1,107.482,5777.579326
3865,2,76,0,147.4421,335.2998891
8487,5,44,0,149.9483,4732.155898
4131,1,21,0,222.6281,1761.873779
1036,1,89,0,124.960655,1587.826878
636,6,42,1,139.987503,991.424632
6153,2,54,1,235.1555,5249.968921
4134,0,63,1,142.4827,1162.614265
5338,3,25,0,184.9634,5431.249367
1083,4,31,0,117.487242,1281.533791
861,0,54,0,172.456745,1541.269223
903,1,27,1,147.478341,1328.747604
191,8,56,0,220.132293,1719.173387
109,3,33,0,194.976769,1324.164906
4455,1,75,1,197.4876,1089.367201
1942,0,69,1,142.500692,1402.374111
5856,2,51,0,114.9838,5748.451595
4331,2,79,1,210.127,654.0700617
8541,10,45,0,169.9447,6034.619881
2040,0,28,0,159.9349,2309.357899
7331,4,23,0,220.1323,4728.939595
7317,1,21,0,117.472,4122.56284
7779,4,42,0,210.1051,4810.343275
4659,1,69,1,139.9875,956.1671721
7313,2,55,0,275.1336,6018.481264
2775,1,83,0,172.4567,2615.909854
4145,1,86,0,127.475,412.7637414
2323,3,60,1,257.6375,2446.187988
762,1,63,0,137.487242,1096.780158
2617,4,87,0,129.9621,861.7738077
2411,4,60,0,159.9794,1361.469601
1094,0,83,0,139.951231,1103.633086
6173,0,57,0,157.4836,4143.62851
7048,1,50,1,107.4806,5577.385772
9272,0,51,1,169.9741,5432.427022
3135,2,69,1,255.1417,1318.027865
7787,1,24,1,207.4811,6005.171652
5040,0,80,0,149.9621,5953.077209
3805,0,62,0,129.995,1482.175651
884,2,29,1,137.468591,692.5685037
2654,0,46,0,162.447,1525.81124
5921,4,76,1,257.6513,6273.993497
6187,0,79,0,139.9512,4206.724875
8085,6,51,1,152.4798,3976.166899
6742,0,30,0,172.4871,5888.414969
7626,2,49,0,127.4586,5972.690077
5680,0,86,0,134.9509,3260.745232
7007,1,37,1,177.6508,5451.095048
9686,3,27,0,242.6281,6700.749273
2202,1,89,0,245.147,3121.880615
6107,2,51,0,214.9663,5753.65882
6417,0,75,0,192.4705,5244.846457
1262,2,65,0,214.966286,1036.324728
8379,8,34,0,157.4836,5092.941424
975,0,23,1,152.479779,1136.110777
5831,0,84,0,187.656,5611.622091
4925,1,77,0,240.1149,1672.619185
941,1,26,0,159.964152,730.6968601
4723,0,64,0,172.4705,1440.630753
2387,8,65,0,204.9634,1849.738644
9728,1,61,0,137.4392,6016.376448
5021,2,86,0,149.9378,6514.041653
4391,3,19,1,235.1591,1325.472004
5148,0,45,0,129.9621,5579.495808
3221,4,67,0,160.0122,1698.617842
3882,3,22,0,230.1344,1512.206567
9438,2,30,0,149.9378,5350.055146
6624,1,70,0,139.965,5361.534076
5918,0,80,0,102.4746,5801.078035
2789,3,79,0,139.9979,1989.74777
944,2,54,0,210.105118,1830.93361
8908,3,64,1,217.4702,6364.501793
1857,3,52,0,220.132293,939.8765686
9080,1,56,0,172.4441,5450.604196
4108,2,80,0,182.447,1048.841947
8513,0,35,1,120.0035,3926.009965
3255,0,36,0,159.965,1100.58554
2690,1,42,0,172.4579,981.2775952
9512,3,68,0,169.9378,5953.612372
6961,0,79,0,242.6573,6103.128953
1319,3,34,1,187.484705,1278.688937
8882,3,60,1,149.9598,4831.683083
9880,5,36,0,159.9476,4575.351511
5162,0,63,0,194.9663,4652.212743
5829,3,39,0,139.965,5866.495925
7953,0,53,0,79.97886,4638.586726
5958,9,36,0,149.9707,3898.98615
9271,1,22,1,207.4673,5407.07316
3475,1,36,0,214.9663,2176.358333
3505,2,44,1,137.4686,821.8429175
4749,0,45,1,107.482,1429.357527
2477,0,54,0,149.9621,792.1819969
9490,3,69,1,235.1555,5921.839604
6615,1,43,0,167.4564,3755.734311
7413,3,66,0,262.6106,5812.302388
7586,0,20,1,164.9889,5117.065882
5344,1,41,1,107.482,5915.392765
9863,0,19,0,104.9629,5843.309069
7111,0,87,1,140.0013,4524.812836
1874,3,55,0,157.483594,637.7315432
8516,9,20,0,139.9512,6265.689465
5270,1,28,0,152.4579,6690.800209
5096,5,45,1,127.482,4862.205431
2904,3,32,1,107.482,1104.543998
570,1,34,1,162.500692,1305.953642
1448,1,57,0,112.455141,1171.036365
5964,1,69,0,194.9699,4707.7319
6242,2,21,0,252.6378,5955.463381
6347,4,83,0,242.6106,6576.137248
7874,1,31,0,262.6106,5274.080857
9816,4,82,0,129.9483,5472.480679
3226,1,58,1,245.1612,941.6039037
9744,1,85,1,119.9568,5277.709711
3978,7,33,1,139.9568,787.5389871
4383,1,55,0,207.6094,2350.571509
7856,2,89,1,187.5139,5893.164803
3539,0,72,0,167.4564,953.6134686
5682,3,25,0,127.4586,5394.915308
2827,1,68,1,255.1555,1380.765825
7658,0,42,1,139.9875,5927.225005
4996,1,29,1,197.5169,1322.416264
1338,1,88,0,182.446995,486.1105716
3262,2,19,0,139.965,3158.141347
6386,0,63,0,162.5005,4021.274223
7951,0,67,0,200.1185,6583.556553
650,1,47,0,220.118516,2245.476461
2902,4,38,0,182.4608,2320.769374
2258,0,33,1,129.9926,1398.226038
7402,1,50,0,139.9349,5857.181194
3521,0,63,0,240.1149,1570.153315
2730,2,25,0,137.4684,909.0225293
5496,1,24,1,94.97283,6315.438306
4478,4,37,0,182.4538,664.5638593
1596,4,88,1,139.979239,1465.984907
7066,2,88,1,195.0062,4834.33256
2584,0,54,1,202.6362,1929.992785
5441,9,63,0,179.9794,6178.61031
3196,3,20,1,149.9778,609.9482209
8523,8,37,0,207.6094,4779.956484
7682,0,87,0,167.4564,3592.529146
5376,0,57,1,270.1604,5639.473416
1258,1,37,1,225.145743,1917.60124
5277,0,42,0,172.4705,6484.174701
991,2,37,0,149.962093,939.1433243
3504,3,59,0,124.9781,414.3393996
113,1,40,0,112.455141,1606.489936
919,0,76,0,159.964152,765.8624235
2509,0,19,1,182.4833,1123.252119
9404,0,46,0,179.9476,5087.470766
165,1,46,0,159.951231,1238.421347
5263,2,24,0,149.9845,5857.190657
4603,1,40,1,160.0013,1217.604663
949,1,77,0,192.470522,738.8929143
